code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
002909,集泰股份,化工原料,广东,31.65,0.3,1.2,62304.0,41796.75,9150.53,7847.68,0.65,0.309,3.18,4.09,20171026,9272.61,0.77,0.0,0.0,29.69,6.79,59864.0
300029,天龙光电,专用机械,江苏,0.0,1.93,2.0,58779.3,40375.46,13413.47,83449.61,4.17,-0.115,0.83,11.33,20091225,-89426.99,-4.47,-29.21,-810.85,24.55,-34.48,15805.0
600580,卧龙电气,电气设备,浙江,42.78,11.11,12.89,1743441.25,991759.19,320628.25,187184.48,1.45,0.10099999999999999,4.04,2.13,20020606,218412.72,1.69,16.47,-9.33,22.22,2.61,58432.0
000633,合金投资,综合类,新疆,0.0,3.85,3.85,97898.99,57148.38,10157.0,4787.01,0.12,-0.049,0.42,23.73,19961112,-33476.35,-0.87,61.85,48.96,19.59,-39.83,24235.0
600009,上海机场,机场,上海,23.19,10.93,19.27,2668878.0,969373.69,920271.0,257549.8,1.34,1.3969999999999998,12.53,3.45,19980218,1832867.25,9.51,14.9,27.91,48.23,44.8,36182.0
002268,卫 士 通,软件服务,四川,0.0,5.51,8.38,506738.44,351533.63,26572.18,255682.41,3.05,-0.16,4.77,4.76,20080811,55765.88,0.67,18.45,-226.78,24.43,-22.02,33109.0
300676,华大基因,医疗保健,深圳,174.61,0.4,4.0,497262.41,376300.28,66784.4,296176.03,7.4,0.85,10.11,17.99,20170714,62129.11,1.55,0.0,0.0,59.38,21.6,30584.0
002729,好利来,元器件,福建,165.65,0.67,0.67,44995.8,19711.75,21537.51,17834.05,2.67,0.335,6.28,11.8,20140912,15297.3,2.29,15.11,48.52,43.6,16.97,5514.0
300567,精测电子,电器仪表,湖北,67.48,0.2,0.82,110373.32,101650.0,2032.5,44678.26,5.45,1.4,10.75,11.72,20161122,32110.19,3.92,51.48,129.17,50.48,22.21,5286.0
000796,凯撒旅游,旅游服务,陕西,42.02,2.46,8.03,585268.06,419456.0,23565.88,63414.1,0.79,0.16699999999999998,2.4,5.87,19970703,42159.7,0.53,30.84,136.11,18.26,3.95,34482.0
603823,百合花,染料涂料,浙江,44.98,0.45,2.25,192345.05,115981.81,61067.78,43177.73,1.92,0.384,5.44,4.24,20161220,51182.48,2.27,6.18,-23.65,20.52,7.96,19421.0
600455,博通股份,软件服务,陕西,197.95,0.5,0.62,71287.27,20086.0,43532.45,14566.34,2.33,0.161,2.15,19.71,20040329,-8120.12,-1.3,-3.28,325.19,52.57,8.7,4674.0
300577,开润股份,纺织,安徽,62.78,0.3,1.21,73233.93,59859.1,8408.37,15615.95,1.29,0.78,3.69,17.52,20161221,17316.05,1.43,42.86,45.3,31.52,11.74,5413.0
603896,寿仙谷,中成药,浙江,121.68,0.35,1.4,88362.55,45531.28,13052.17,46605.05,3.33,0.42,5.95,9.91,20170510,19711.7,1.41,0.0,0.0,85.58,21.75,15540.0
600719,大连热电,供气供热,辽宁,0.0,4.05,4.05,129260.75,19529.75,75110.05,10217.32,0.25,-0.062,1.73,4.41,19960716,2563.96,0.06,18.75,-37.64,6.71,-4.84,25900.0
300275,梅安森,软件服务,重庆,77.17,1.2,1.64,94123.28,66822.46,12101.91,22484.4,1.37,0.187,3.3,5.84,20111102,11906.46,0.72,119.24,164.16,39.41,14.98,21600.0
600779,水井坊,白酒,四川,70.19,4.89,4.89,247325.38,181354.06,42349.55,39950.6,0.82,0.498,3.05,15.3,19961206,24450.48,0.5,85.18,63.22,78.88,16.54,29572.0
601336,新华保险,保险,北京,29.77,20.85,31.2,71477104.0,0.0,622100.0,2395900.0,7.68,1.6159999999999999,20.39,3.15,20111216,2789700.0,8.94,-1.89,5.35,0.0,4.36,46900.0
000786,北新建材,其他建材,北京,20.36,14.14,17.89,1640711.75,620755.13,738117.88,304224.41,1.7,0.875,6.51,3.65,19970606,627539.88,3.51,38.0,100.01,34.05,19.3,75549.0
000002,万 科Ａ,全国地产,深圳,21.63,97.09,110.39,101838200.0,89974888.0,685739.06,905915.63,0.82,1.005,10.54,2.75,19910129,6357034.0,5.76,0.04,34.23,31.73,9.47,208975.0
002230,科大讯飞,软件服务,安徽,323.05,11.78,13.89,1222074.13,672405.75,115750.22,521073.19,3.75,0.121,5.95,8.79,20080512,154996.86,1.12,58.16,-39.45,49.66,4.98,218430.0
601108,财通证券,证券,浙江,51.07,3.59,35.89,4966410.5,0.0,7868.71,466297.5,1.3,0.337,5.03,4.56,20171024,528287.19,1.47,0.0,0.0,0.0,38.73,293571.0
600859,王府井,百货,北京,15.23,6.02,7.76,2085772.38,934627.31,469302.5,450834.09,5.81,0.9440000000000001,12.87,1.49,19940506,306325.06,3.95,12.51,32.76,20.85,3.91,31261.0
603032,德新交运,公路,新疆,276.46,0.33,1.33,50117.51,41592.59,4324.46,14393.22,1.08,0.09300000000000001,3.25,15.87,20170105,13044.42,0.98,-19.15,-63.43,37.27,12.75,2937.0
601628,中国人寿,保险,北京,24.47,208.24,282.65,286852512.0,0.0,1882400.0,5508100.0,1.95,0.94,11.14,2.78,20070109,14040899.0,4.97,19.98,98.29,0.0,4.9,156869.0
603127,昭衍新药,医疗保健,北京,118.81,0.21,0.82,89647.3,55825.19,22713.15,26104.34,3.19,0.55,6.31,10.64,20170825,16319.22,2.0,0.0,0.0,56.58,20.42,14568.0
300371,汇中股份,电器仪表,河北,64.33,0.56,1.2,61695.95,40298.68,17573.15,18459.0,1.54,0.287,4.76,5.18,20140123,22851.27,1.9,4.83,16.21,57.97,23.77,10891.0
603929,亚翔集成,装修装饰,江苏,44.95,0.53,2.13,147109.02,142470.56,2371.56,26174.14,1.23,0.479,4.48,6.42,20161230,43974.8,2.06,-30.4,-32.68,13.84,8.22,17991.0
300648,星云股份,电器仪表,福建,91.23,0.17,0.68,63664.26,50674.81,6931.08,29323.72,4.33,0.73,7.35,10.68,20170425,12646.23,1.87,0.0,0.0,55.86,23.26,5455.0
300351,永贵电器,元器件,浙江,43.4,2.38,3.85,322276.28,160814.45,59140.11,181210.38,4.71,0.317,7.18,2.55,20120920,52997.66,1.38,40.18,13.95,36.38,14.37,20945.0
601766,中国中车,运输设备,北京,35.37,229.18,286.99,37577796.0,25672112.0,5564519.5,4070436.5,1.42,0.237,4.1,2.73,20080818,4559440.0,1.59,-4.35,-9.4,22.54,4.84,927701.0
300473,德尔股份,汽车配件,辽宁,42.46,0.46,1.05,400669.81,162947.69,70216.65,117894.86,11.24,0.88,15.02,3.28,20150612,40560.98,3.87,260.4,1.78,30.41,5.74,12948.0
601799,星宇股份,汽车配件,江苏,34.55,2.76,2.76,610692.25,488756.81,90769.46,265938.06,9.63,1.172,14.03,3.85,20110201,76089.15,2.76,31.69,34.55,21.99,10.76,6054.0
600228,*ST昌九,化工原料,江西,0.0,2.41,2.41,47284.55,17731.17,21644.6,33698.3,1.4,-0.084,0.02,661.84,19990119,-60322.85,-2.5,30.32,14.24,7.1,-5.17,21587.0
000063,中兴通讯,通信设备,深圳,25.35,34.29,41.9,14602840.0,11063930.0,848419.13,1095289.25,2.61,0.932,7.37,4.28,19971118,1418689.0,3.39,7.01,36.58,31.64,5.1,166740.0
000586,汇源通信,通信设备,四川,0.0,1.93,1.93,58014.13,49265.78,3199.62,6385.05,0.33,-0.005,1.21,15.75,19951220,-3876.51,-0.2,-1.91,-257.3,19.75,-0.52,8943.0
600197,伊力特,白酒,新疆,31.83,4.41,4.41,261620.09,206778.22,34062.56,20360.53,0.46,0.5820000000000001,4.69,5.26,19990916,111453.01,2.53,8.33,10.88,46.67,19.95,22052.0
603608,天创时尚,服饰,广东,27.35,1.27,3.96,194063.06,132673.81,29363.95,75564.84,1.91,0.36,3.97,3.24,20160218,41318.93,1.04,10.72,67.19,58.53,11.58,29185.0
600083,博信股份,建筑施工,广东,0.0,2.27,2.3,10585.92,8366.45,252.91,9573.63,0.42,-0.002,0.24,83.5,19970606,-27619.65,-1.2,-25.6,-109.95,25.38,-0.9,13607.0
603978,深圳新星,铝,深圳,66.27,0.2,0.8,164568.3,106658.38,39250.05,66081.53,8.26,1.33,16.21,5.62,20170807,52308.14,6.54,0.0,0.0,21.7,11.08,11270.0
300274,阳光电源,电气设备,安徽,25.74,10.57,14.49,1527858.13,1264809.88,167681.44,311591.34,2.15,0.53,4.71,3.77,20111102,208187.41,1.44,105.58,152.93,27.15,11.31,30263.0
600516,方大炭素,矿物制品,甘肃,18.6,17.19,17.89,1156291.75,842714.81,144872.88,202290.84,1.13,1.16,4.61,6.07,20020830,415598.28,2.32,206.04,2463.89,74.66,38.61,206494.0
600584,长电科技,半导体,江苏,155.86,9.85,13.6,3099677.75,901755.81,1548427.63,635160.13,4.67,0.065,6.47,3.15,20030603,88415.0,0.65,37.42,730.69,10.03,0.86,75217.0
002199,东晶电子,元器件,浙江,0.0,1.96,2.43,59828.23,23017.02,27662.05,51555.8,2.12,-0.023,1.86,9.07,20071221,-32441.41,-1.33,-13.06,93.83,11.88,-3.26,9854.0
600320,振华重工,工程机械,上海,110.68,27.68,43.9,6122048.5,3082764.75,1705877.25,552697.88,1.26,0.026000000000000002,3.39,1.72,20001221,303033.84,0.69,-10.04,2.79,15.17,1.09,263516.0
603396,金辰股份,专用机械,辽宁,60.21,0.19,0.76,88918.38,71328.06,9083.67,14534.5,1.92,0.47200000000000003,8.04,7.07,20171018,22699.0,3.0,0.0,0.0,41.23,12.28,18847.0
600050,中国联通,电信运营,上海,92.7,211.97,211.97,59056808.0,9962275.0,35827208.0,2781473.75,1.31,0.062,3.72,2.05,20021009,3074480.25,1.45,-0.66,168.42,25.71,0.64,787261.0
000782,美达股份,化纤,广东,268.85,3.9,5.28,237674.22,127121.05,91485.61,63823.15,1.21,0.019,2.22,4.64,19970619,-5548.3,-0.11,49.94,146.25,7.1,0.6,50419.0
000418,小天鹅Ａ,家用电器,江苏,23.88,4.39,6.32,1858600.25,1689972.25,100679.88,123014.67,1.94,1.807,10.55,5.46,19970328,442517.16,7.0,32.53,25.18,25.6,7.15,16635.0
300649,杭州园林,建筑施工,浙江,287.07,0.32,1.28,32914.53,14475.92,1172.79,6668.86,0.52,0.29,2.33,23.9,20170505,8485.49,0.66,0.0,0.0,56.68,19.6,20014.0
000725,京东方Ａ,元器件,北京,24.87,338.6,347.98,22547248.0,9054556.0,7889883.0,3922923.5,1.13,0.124,2.33,2.64,20010112,726708.25,0.21,68.65,933.08,27.73,9.65,1016963.0
600260,凯乐科技,通信设备,湖北,31.26,5.39,7.09,1674883.25,1403519.25,73469.25,211148.47,2.98,0.77,6.33,4.83,20000706,138505.06,1.95,104.44,360.35,11.9,4.6,29221.0
300201,海伦哲,专用机械,江苏,80.75,8.58,10.29,265169.41,177160.13,22706.7,9501.98,0.09,0.07400000000000001,1.38,5.73,20110407,27438.9,0.27,28.11,116.12,28.17,7.49,41529.0
300296,利亚德,半导体,北京,42.69,9.75,16.29,1172419.38,731140.56,71228.27,159707.06,0.98,0.389,3.07,7.21,20120315,172494.02,1.06,52.34,108.57,38.92,14.78,21472.0
603757,大元泵业,专用机械,浙江,33.33,0.21,0.84,107870.38,82140.81,20763.63,49251.42,5.88,1.84,10.02,6.59,20170711,25144.03,3.0,0.0,0.0,33.21,16.12,5960.0
600290,华仪电气,电气设备,浙江,498.83,5.27,7.6,661183.38,463331.41,67429.0,287092.22,3.78,0.013999999999999999,5.42,2.49,20001106,44448.48,0.58,-21.23,-80.19,28.1,1.47,21126.0
002052,同洲电子,通信设备,深圳,0.0,6.23,7.46,182027.81,135483.05,25645.52,87717.52,1.18,-0.038,1.19,6.51,20060627,-82098.56,-1.1,21.68,81.28,24.36,-5.5,80600.0
000538,云南白药,中成药,云南,35.49,10.41,10.41,2604248.25,2347492.5,175226.56,124721.57,1.2,1.5030000000000001,16.6,6.43,19931215,1415264.5,13.59,14.43,12.75,31.78,13.09,48296.0
603806,福斯特,塑料,浙江,30.96,4.02,4.02,546969.75,438713.66,73339.75,151180.56,3.76,0.92,11.97,3.17,20140905,268243.78,6.67,15.35,-39.58,21.85,10.88,16444.0
603078,江化微,化工原料,江苏,87.03,0.15,0.6,89261.28,62328.94,16101.1,37458.55,6.24,0.81,12.29,6.79,20170410,28021.63,4.67,0.0,0.0,37.94,15.96,6547.0
300302,同有科技,软件服务,北京,276.02,2.46,4.21,83303.03,73608.74,7855.27,8714.71,0.21,0.042,1.71,9.09,20120321,22341.0,0.53,-21.64,-73.0,30.93,8.25,27836.0
300236,上海新阳,半导体,上海,89.13,1.77,1.94,145963.5,80899.05,18368.27,79242.21,4.09,0.295,6.61,5.31,20110629,26227.25,1.35,16.23,35.36,39.68,15.74,14904.0
603458,勘设股份,建筑施工,贵州,26.68,0.31,1.24,255956.91,206356.72,29188.47,116.75,0.01,1.57,9.96,6.3,20170809,76308.61,6.15,0.0,0.0,43.11,18.6,31576.0
002879,长缆科技,电气设备,湖南,54.92,0.35,1.38,165723.11,140471.88,18471.2,76383.56,5.54,0.81,9.92,4.96,20170707,41488.32,3.01,0.0,0.0,56.4,20.62,21318.0
000553,沙隆达Ａ,农药化肥,湖北,109.09,3.64,24.05,308640.38,128676.13,151960.17,26306.34,0.11,0.28,3.66,4.19,19931203,110670.11,0.46,45.74,906.64,24.87,11.54,59811.0
603595,东尼电子,元器件,浙江,69.6,0.25,1.0,96185.21,59483.3,30246.68,36341.95,3.63,1.08,6.41,12.57,20170712,16839.53,1.68,0.0,0.0,38.69,20.75,6160.0
600728,佳都科技,软件服务,广东,246.96,13.29,16.17,534297.38,427068.09,7072.62,138765.25,0.86,0.021,1.89,5.35,19960716,-3291.81,-0.02,48.22,4351.69,12.92,2.3,66078.0
002034,美 欣 达,纺织,浙江,458.57,0.62,1.08,112878.61,74525.6,21501.2,60316.71,5.58,0.098,7.84,7.63,20040826,9028.03,0.84,-6.66,-32.81,17.16,1.87,5787.0
002450,康得新,化工原料,江苏,34.27,28.86,35.34,3375850.5,2680999.5,315808.66,678168.88,1.92,0.532,4.91,4.94,20100716,648721.31,1.84,32.05,32.86,37.92,19.89,90567.0
002651,利君股份,专用机械,四川,93.74,3.78,10.03,244765.77,180324.13,20735.05,33509.53,0.33,0.075,1.92,4.88,20120106,36244.12,0.36,10.85,16.22,42.33,21.76,49969.0
002306,*ST云网,酒店餐饮,北京,0.0,7.99,8.0,9841.67,7480.27,537.78,28892.1,0.36,-0.011000000000000001,-0.01,-356.21,20091111,-113415.42,-1.42,-5.3,41.21,44.65,-17.43,67248.0
000596,古井贡酒,白酒,安徽,34.3,3.84,5.04,999517.19,582526.75,179408.38,129540.56,2.57,1.584,12.1,5.99,19960927,399839.25,7.94,18.6,36.92,75.37,14.92,19228.0
300498,温氏股份,农业综合,广东,36.18,35.46,52.2,4028453.5,1508944.88,1190923.25,484385.84,0.93,0.34700000000000003,5.27,4.76,20151102,1609908.5,3.08,-11.41,-74.95,13.29,7.21,61169.0
300450,先导智能,专用机械,江苏,94.93,1.69,4.4,349998.53,310565.25,19433.26,8291.88,0.19,0.44,2.62,29.44,20150518,52003.8,1.18,59.08,88.19,44.6,28.75,18424.0
600803,新奥股份,农药化肥,河北,72.44,9.86,9.86,1932047.75,531405.88,519647.19,-19058.82,-0.19,0.10099999999999999,4.7,3.1,19940103,357590.5,3.63,76.72,-43.16,26.58,2.15,37619.0
300327,中颖电子,半导体,上海,54.42,2.07,2.1,91808.71,86582.86,2798.09,34962.37,1.66,0.452,3.55,9.25,20120613,15799.29,0.75,36.43,41.53,43.15,19.26,27678.0
000885,同力水泥,水泥,河南,40.27,4.27,4.96,663240.38,102168.03,312961.25,145735.8,2.94,0.256,5.32,3.87,19990319,55932.82,1.13,32.39,11484.29,30.69,6.51,55202.0
601002,晋亿实业,机械基件,浙江,48.91,7.93,7.93,437913.41,287774.16,115191.36,110231.45,1.39,0.17,3.1,3.57,20070126,39668.57,0.5,29.41,203.95,24.04,6.37,87296.0
601933,永辉超市,超市连锁,福建,44.08,65.09,95.7,2912188.75,1922937.38,328420.16,653240.63,0.68,0.11,2.0,4.86,20101215,260861.47,0.27,15.49,57.57,20.44,3.73,106633.0
601155,新城控股,区域地产,江苏,16.89,7.05,22.58,14881909.0,11512606.0,212237.77,260403.63,1.15,0.9,7.15,2.78,20151204,1146672.88,5.08,42.33,125.59,37.38,11.82,45312.0
000732,泰禾集团,区域地产,福建,11.48,12.43,12.44,18358690.0,15928627.0,209286.56,462732.41,3.72,1.148,17.7,0.99,19970704,590107.81,4.74,39.73,17.71,27.04,8.94,18350.0
002867,周大生,服饰,深圳,26.88,0.77,4.78,398127.75,377068.34,2904.21,168157.56,3.52,0.92,6.71,4.65,20170427,88235.65,1.85,0.0,0.0,33.08,15.33,54389.0
002236,大华股份,电器仪表,浙江,39.84,17.02,28.99,1699798.63,1413038.5,106411.36,59699.69,0.21,0.33899999999999997,3.13,8.64,20080520,485424.44,1.67,50.81,38.5,39.45,13.17,43412.0
000799,酒鬼酒,白酒,湖南,56.04,2.24,3.25,232052.3,162360.3,41828.03,116125.95,3.57,0.255,5.89,4.85,19970718,22507.38,0.69,27.33,113.62,76.94,22.33,50369.0
000759,中百集团,超市连锁,湖北,38.12,6.81,6.81,786087.0,307171.0,362806.63,107623.4,1.58,0.19,4.49,2.16,19970519,95346.36,1.4,-3.26,174.18,21.71,1.15,25872.0
300596,利安隆,化工原料,天津,35.17,0.45,1.8,134531.41,88554.31,28998.27,34020.44,1.89,0.53,4.83,5.04,20170119,32438.61,1.8,47.62,27.14,27.91,10.72,13560.0
300672,国科微,半导体,湖南,1060.77,0.28,1.12,96894.68,71145.5,7825.18,69048.31,6.18,0.05,8.21,6.99,20170712,10634.24,0.95,0.0,0.0,48.04,2.52,12359.0
002295,精艺股份,铜,广东,52.05,1.75,2.52,159483.44,129937.52,16314.15,62036.88,2.47,0.196,4.46,3.04,20090929,23299.75,0.93,43.98,443.46,4.38,1.26,15511.0
002635,安洁科技,电脑设备,江苏,71.27,3.19,7.52,871580.13,378164.59,137821.38,479041.5,6.37,0.57,8.94,4.86,20111125,110112.71,1.46,23.25,28.75,40.41,20.71,16898.0
600518,康美药业,中成药,广东,25.47,44.03,49.47,6533670.5,5427972.5,584594.5,1136969.0,2.3,0.637,6.28,3.45,20010319,1038471.13,2.1,18.59,21.58,30.42,16.15,110288.0
600444,国机通用,塑料,安徽,73.36,1.05,1.46,80478.63,58100.86,12911.3,32915.76,2.25,0.17800000000000002,2.52,6.91,20040219,-13637.42,-0.93,-4.4,422.06,20.47,6.46,11429.0
002595,豪迈科技,专用机械,山东,22.67,5.2,8.0,423497.75,194427.56,128005.56,50634.4,0.63,0.6729999999999999,4.7,4.33,20110628,216308.09,2.7,17.34,-4.82,38.39,24.2,24047.0
002723,金莱特,家用电器,广东,182.97,1.26,1.87,113113.92,52892.11,45566.5,22370.9,1.2,0.064,3.5,6.65,20140129,20829.71,1.12,36.21,36.69,10.27,2.1,12106.0
300069,金利华电,电气设备,浙江,217.19,0.92,1.17,90895.06,55508.78,22176.96,26053.48,2.23,0.092,4.43,9.03,20100421,12105.92,1.03,-9.54,-45.39,38.65,7.78,5655.0
600056,中国医药,医药商业,北京,22.69,10.12,10.68,2089029.75,1706808.25,152259.41,219323.05,2.05,0.924,7.11,3.93,19970515,357525.31,3.35,14.59,30.0,14.06,4.61,32490.0
600593,大连圣亚,旅游服务,辽宁,18.85,0.92,0.92,131770.06,36783.1,20198.81,19775.53,2.15,0.973,5.14,4.76,20020711,16035.25,1.74,13.69,29.31,67.76,29.31,9168.0
300566,激智科技,元器件,浙江,77.24,0.3,1.24,148324.69,77355.3,37917.9,39520.37,3.18,0.47,5.85,6.39,20161115,19084.17,1.53,14.53,2.07,29.83,9.04,12528.0
002456,欧菲光,元器件,深圳,47.47,25.67,27.15,3128681.75,1924986.0,767269.88,295511.72,1.09,0.376,3.3,7.21,20100803,350276.44,1.29,28.69,80.3,12.59,4.18,79494.0
002061,江山化工,化工原料,浙江,24.07,4.53,6.62,474884.0,133646.95,287992.03,204299.45,3.09,0.5,4.31,3.31,20060816,-1518.46,-0.02,32.15,607.0,22.05,8.68,37251.0
603579,荣泰健康,医疗保健,上海,42.06,0.35,1.4,190844.34,145504.22,33590.98,73786.81,5.27,1.12,9.32,6.66,20170111,40042.64,2.86,49.62,10.78,38.78,12.14,8444.0
000416,民生控股,多元金融,山东,144.47,5.32,5.32,90597.43,74780.68,4192.08,2809.5,0.05,0.027000000000000003,1.62,4.8,19960719,25917.17,0.49,-96.77,519.87,99.62,359.91,33111.0
600090,同济堂,医药商业,新疆,24.3,7.03,14.4,715733.38,488445.0,103391.68,258966.13,1.8,0.27899999999999997,3.97,2.28,19970616,236318.55,1.64,23.1,62.39,15.02,5.79,44684.0
300415,伊之密,专用机械,广东,26.81,2.86,4.32,214852.7,124436.81,39464.44,3621.45,0.08,0.474,2.32,7.32,20150123,47270.96,1.09,43.07,177.05,36.92,13.99,15855.0
002799,环球印务,广告包装,陕西,175.26,0.77,1.5,67891.5,31311.63,26538.15,14834.09,0.99,0.10300000000000001,3.41,7.06,20160608,18448.17,1.23,16.8,-6.88,19.93,4.77,15375.0
300705,九典制药,化学制药,湖南,83.57,0.29,1.17,41980.28,22532.15,12198.65,15721.25,1.34,0.21,3.95,8.85,20171010,8975.4,0.76,0.0,0.0,49.06,11.43,59111.0
603233,大参林,医药商业,广东,40.24,0.4,4.0,529483.38,385012.53,65721.5,96451.31,2.41,0.99,6.6,7.45,20170731,120618.45,3.02,0.0,0.0,40.27,6.92,16365.0
002706,良信电器,电气设备,上海,25.92,3.63,5.24,207109.25,140953.91,23886.52,61842.98,1.18,0.349,3.2,3.77,20140121,47889.96,0.91,21.54,39.18,39.45,16.49,13077.0
603825,华扬联众,互联网,北京,103.71,0.4,1.6,385378.84,347661.75,3412.68,11294.03,0.71,0.23,5.03,7.07,20170802,32332.44,2.02,0.0,0.0,11.22,0.78,41068.0
603559,中通国脉,通信设备,吉林,249.25,0.33,1.32,78824.17,67288.21,5395.7,18041.57,1.37,0.113,3.96,9.49,20161202,16316.42,1.24,15.14,-31.61,15.77,4.9,19566.0
002410,广联达,软件服务,北京,78.95,8.67,11.19,419963.66,206781.86,34314.06,44423.28,0.4,0.127,2.47,8.11,20100525,95246.99,0.85,15.13,32.66,92.78,15.77,37117.0
000627,天茂集团,保险,湖北,31.72,13.54,42.59,12990897.0,2079748.25,49965.92,693681.13,1.63,0.147,3.16,2.95,19961112,244203.2,0.57,-95.16,-24.62,17.25,223.07,109100.0
601727,上海电气,电气设备,上海,46.86,98.51,143.09,17982498.0,13637621.0,1120118.25,972265.88,0.68,0.1,3.46,2.57,20081205,1745202.25,1.22,-2.04,8.78,21.99,3.76,378378.0
