code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
300687,赛意信息,软件服务,广东,48.49,0.2,0.8,83921.68,80942.17,291.2,49710.67,6.21,1.1,9.13,5.86,20170803,14224.57,1.78,0.0,0.0,31.36,13.34,13585.0
300136,信维通信,通信设备,深圳,51.62,7.45,9.83,479046.75,325385.13,44655.45,33830.17,0.34,0.73,2.61,19.16,20101105,140833.13,1.43,64.94,106.4,37.4,28.8,20451.0
603069,海汽集团,公路,海南,66.89,1.74,3.16,180434.95,63707.68,45488.45,37640.39,1.19,0.15,3.38,3.95,20160712,32371.55,1.02,0.66,-10.62,20.88,5.67,24866.0
002481,双塔食品,食品,山东,89.85,11.27,12.63,448526.44,245320.91,96958.93,61686.67,0.49,0.054000000000000006,2.08,3.09,20100921,66951.09,0.53,-3.66,-33.35,12.99,5.9,51757.0
601328,交通银行,银行,上海,6.41,392.51,742.63,893579072.0,0.0,12011600.0,11367500.0,1.53,0.7,8.06,0.78,20070515,11598800.0,1.56,1.64,3.5,0.0,36.35,360918.0
002222,福晶科技,元器件,福建,57.01,4.21,4.28,85761.27,37548.8,35684.31,6664.65,0.16,0.247,1.73,10.85,20080319,19441.03,0.45,50.3,102.01,60.46,30.57,44288.0
600830,香溢融通,多元金融,浙江,60.35,4.54,4.54,309110.63,103075.57,10503.25,52450.71,1.15,0.11599999999999999,4.55,2.05,19940224,97753.81,2.15,-53.52,-34.5,18.96,7.53,39132.0
601021,春秋航空,空运,上海,24.37,2.0,8.01,1973826.25,631503.75,1067381.25,154903.27,1.93,0.6920000000000001,9.68,3.48,20150121,504947.69,6.31,28.12,-25.15,9.18,10.94,26597.0
002583,海能达,通信设备,深圳,467.15,10.48,17.47,1235860.88,572777.81,133734.34,200451.63,1.15,0.028999999999999998,2.71,6.76,20110527,90867.5,0.52,48.51,-50.45,49.53,1.62,20836.0
300476,胜宏科技,元器件,广东,40.12,1.71,4.28,355290.59,240132.22,73836.49,159261.63,3.72,0.51,6.1,3.97,20150611,55326.53,1.29,29.28,20.96,25.58,11.17,14388.0
600693,东百集团,百货,福建,57.56,6.85,8.98,653743.13,423280.19,68565.55,12741.26,0.14,0.154,2.28,5.17,19931122,84084.99,0.94,119.44,1606.07,19.74,5.16,13434.0
603989,艾华集团,元器件,湖南,36.68,0.84,3.0,214634.5,148966.8,52288.98,92728.82,3.09,0.516,5.65,6.69,20150515,36434.65,1.21,17.22,15.96,35.51,18.99,13728.0
002088,鲁阳节能,矿物制品,山东,26.52,2.09,3.51,229246.77,124612.3,64070.21,42096.57,1.2,0.396,5.13,2.73,20061130,88785.93,2.53,34.13,117.65,35.95,12.54,13464.0
000668,荣丰控股,区域地产,上海,0.0,1.47,1.47,195054.72,188283.66,352.41,8046.56,0.55,-0.14300000000000002,3.97,4.11,19961210,24436.9,1.66,53.48,47.48,42.01,-351.24,7404.0
600086,东方金钰,服饰,湖北,35.72,10.57,13.5,1201023.13,1115001.5,24998.07,63304.98,0.47,0.14800000000000002,2.35,4.49,19970606,114631.55,0.85,1.43,2.22,13.84,4.9,47022.0
603508,思维列控,软件服务,河南,62.65,0.65,1.6,269047.03,221660.84,15019.88,134398.06,8.4,0.63,15.71,3.35,20151224,91383.42,5.71,-25.85,-5.65,57.71,31.74,25112.0
300321,同大股份,塑料,山东,103.58,0.83,0.89,72364.67,35576.28,25200.27,23806.32,2.68,0.168,6.57,3.54,20120523,22609.56,2.55,4.1,-35.43,18.26,4.55,8696.0
601216,君正集团,化工原料,内蒙,20.21,84.38,84.38,2076141.25,668039.88,690280.19,27427.05,0.03,0.191,1.8,2.85,20110222,613820.38,0.73,41.41,62.4,41.62,29.14,126519.0
601700,风范股份,电气设备,江苏,41.53,11.33,11.33,458216.19,293546.72,40695.48,122509.51,1.08,0.138,2.66,2.88,20110118,41645.55,0.37,-21.9,-9.97,19.78,8.98,71668.0
002835,同为股份,元器件,深圳,101.13,0.54,2.16,80953.06,57538.86,7119.96,17764.15,0.82,0.113,3.03,5.02,20161228,23313.07,1.08,1.76,-43.75,30.54,6.38,19495.0
601608,中信重工,专用机械,河南,733.37,42.8,43.39,2110983.75,1246082.38,375913.22,210105.05,0.48,0.005,1.65,3.08,20120706,527.6,0.0,24.69,106.95,23.03,0.68,124089.0
600886,国投电力,水力发电,北京,19.94,67.86,67.86,20634550.0,1279145.63,12601256.0,647113.19,0.95,0.19,4.41,1.72,19960118,1556276.0,2.29,6.28,-13.21,40.34,9.24,214014.0
600089,特变电工,电气设备,新疆,15.13,37.14,37.19,8495627.0,5079561.5,2152370.25,1112104.0,2.99,0.55,7.8,1.29,19970618,1165817.88,3.14,6.78,5.05,22.24,6.6,273190.0
600568,中珠医疗,区域地产,湖北,42.99,16.69,19.93,713018.0,448919.41,47903.8,427467.81,2.14,0.087,3.01,2.48,20010518,92968.63,0.47,-53.09,41.12,46.01,47.44,21925.0
002366,台海核电,专用机械,四川,29.55,4.89,8.67,627975.69,346928.91,192402.22,74047.71,0.85,0.755,2.76,10.76,20100312,132774.41,1.53,101.08,84.99,62.01,40.76,18700.0
601333,广深铁路,铁路,深圳,29.54,56.52,70.84,3248340.25,570587.5,2315293.0,1156273.75,1.63,0.125,4.01,1.23,20061222,690399.25,0.97,3.96,-18.45,10.54,6.75,248700.0
600566,济川药业,中成药,湖北,27.12,8.1,8.1,559471.06,287115.09,153907.88,152669.3,1.89,1.121,4.85,8.36,20010822,183812.73,2.27,20.17,34.18,85.02,21.53,9936.0
002408,齐翔腾达,化工原料,山东,27.67,16.76,17.75,950935.31,340741.75,357723.53,217425.8,1.22,0.32299999999999995,3.59,3.32,20100518,214022.84,1.21,253.51,126.64,9.69,4.48,33008.0
000673,当代东方,影视音像,山西,239.9,4.17,7.93,368723.63,244113.52,8301.88,146327.8,1.84,0.036000000000000004,2.95,3.93,19970124,6170.15,0.08,12.92,-78.8,35.42,5.09,22457.0
000893,东凌国际,食品,广东,0.0,4.01,7.57,527878.31,99363.45,64650.51,377074.88,4.98,-0.027000000000000003,5.66,1.63,19981224,-28253.1,-0.37,-40.75,-255.01,4.39,-2.97,22534.0
002078,太阳纸业,造纸,山东,13.1,25.3,25.36,2328187.75,949859.5,1104365.25,120866.05,0.48,0.345,3.43,2.64,20061116,432407.91,1.71,32.58,148.15,24.97,10.06,66262.0
002751,易尚展示,家居用品,深圳,145.59,0.77,1.43,211870.27,51685.26,6463.16,13794.65,0.97,0.215,3.63,11.5,20150424,20395.5,1.43,13.86,120.4,32.89,6.36,32263.0
002502,骅威文化,影视音像,广东,24.22,5.16,8.6,361494.13,127273.05,9038.0,163636.38,1.9,0.266,3.89,2.21,20101117,80777.13,0.94,10.03,45.73,45.57,36.55,43943.0
600609,金杯汽车,汽车整车,辽宁,0.0,10.93,10.93,1214870.25,918329.31,99451.81,110021.02,1.01,-0.45799999999999996,-0.39,-16.22,19920724,-303538.72,-2.78,17.35,-619.61,14.73,-11.95,59568.0
600137,浪莎股份,服饰,四川,217.35,0.97,0.97,57770.46,43979.8,8479.9,34179.76,3.52,0.10300000000000001,4.77,9.36,19980416,1427.83,0.15,20.96,226.91,20.92,10.89,5300.0
600658,电子城,园区开发,北京,59.32,7.99,7.99,804492.69,706244.94,12524.69,281088.78,3.52,0.08900000000000001,7.41,1.43,19930524,209204.86,2.62,-26.56,-30.37,48.02,24.04,14047.0
600280,中央商场,百货,江苏,26.65,11.48,11.48,1598024.88,1243061.63,255309.66,1277.0,0.01,0.237,1.71,4.92,20000926,33828.07,0.29,43.73,240.1,23.83,4.21,57371.0
000862,银星能源,新型电力,宁夏,0.0,3.34,7.06,952540.31,195632.84,724130.13,270542.75,3.83,-0.095,3.83,1.65,19980915,-72830.78,-1.03,-23.57,-41.18,31.59,-9.64,34703.0
300461,田中精机,专用机械,浙江,182.35,0.24,0.71,113191.7,60073.13,6194.35,28957.23,4.1,0.32799999999999996,4.78,16.7,20150519,8747.55,1.24,387.7,575.02,42.09,6.3,5845.0
000631,顺发恒业,区域地产,吉林,11.79,24.33,24.33,1394656.25,1210746.38,1024.75,139033.52,0.57,0.26,2.45,1.67,19961122,184770.47,0.76,104.85,125.43,21.96,11.02,39349.0
601818,光大银行,银行,北京,5.58,398.1,466.79,403354592.0,0.0,1436000.0,3336500.0,0.71,0.34,5.05,0.8,20100818,8186000.0,1.75,-1.35,3.04,0.0,36.56,249254.0
002234,民和股份,农业综合,山东,0.0,2.06,3.02,216691.55,64877.01,104069.11,86187.93,2.85,-0.604,2.81,5.04,20080516,-43447.4,-1.44,-30.43,-218.13,-17.04,-40.57,33915.0
300180,华峰超纤,化纤,上海,58.31,3.8,6.31,647011.94,171307.56,212242.47,332447.22,5.27,0.38,7.62,3.16,20110222,77650.78,1.23,87.16,163.09,26.13,11.29,7520.0
300397,天和防务,通信设备,陕西,152.25,2.36,2.4,151280.75,86301.34,36430.18,52742.46,2.2,0.11800000000000001,4.93,4.87,20140910,38999.8,1.62,81.8,157.78,42.21,11.57,28677.0
002080,中材科技,化纤,江苏,28.06,4.0,8.07,2232447.25,923868.63,1028952.81,554747.88,6.88,0.7440000000000001,10.56,2.63,20061120,194459.55,2.41,15.96,77.16,28.19,8.3,20860.0
000989,九 芝 堂,中成药,湖南,24.94,4.14,8.69,566754.69,349766.88,112842.2,176319.8,2.03,0.593,4.95,3.98,20000628,145686.59,1.68,42.53,11.12,68.11,18.73,25116.0
603167,渤海轮渡,水运,山东,11.87,4.81,4.81,408563.81,75527.61,327375.75,106257.17,2.21,0.7440000000000001,6.72,1.75,20120906,145052.27,3.01,29.74,58.89,37.11,31.3,33739.0
600425,*ST青松,水泥,新疆,1668.65,13.79,13.79,997086.13,183720.94,584453.56,320171.16,2.32,0.002,2.9,1.35,20030724,-71445.13,-0.52,7.47,101.31,17.35,0.15,97577.0
002496,辉丰股份,农药化肥,江苏,20.17,10.24,15.07,821898.88,449473.81,213365.59,96744.0,0.64,0.218,2.46,2.39,20101109,109746.97,0.73,162.39,134.08,7.78,3.67,63231.0
601229,上海银行,银行,上海,8.82,7.81,78.06,175999888.0,0.0,441962.19,2845220.25,3.65,1.493,15.91,1.1,20161116,3547840.0,4.55,-7.54,6.84,0.0,47.72,161956.0
600749,西藏旅游,旅游景点,西藏,0.0,1.89,1.89,132866.69,7677.33,59437.48,43987.94,2.33,-0.135,2.72,8.49,19961015,-12056.37,-0.64,22.84,35.06,34.33,-42.31,24077.0
002262,恩华药业,化学制药,江苏,33.54,8.62,10.09,331985.09,231050.84,47870.8,1107.8,0.01,0.341,2.38,6.41,20080723,123759.22,1.23,11.31,35.58,50.12,13.68,16177.0
601088,中国神华,煤炭开采,北京,8.62,164.91,198.9,56003400.0,12097900.0,30580700.0,7472900.0,3.76,1.7919999999999998,14.69,1.4,20071009,17336300.0,8.72,46.26,105.98,41.69,19.53,204189.0
300502,新易盛,通信设备,四川,57.52,1.24,2.33,135900.52,100870.77,29193.11,30134.97,1.29,0.415,4.57,6.96,20160303,48375.46,2.08,29.88,20.03,25.61,14.6,21261.0
603718,海利生物,生物制药,上海,74.77,3.05,6.44,158691.55,82785.31,35771.4,14694.34,0.23,0.13,1.61,8.04,20150515,18601.82,0.29,-4.66,17.6,79.35,35.15,18470.0
601899,紫金矿业,黄金,福建,28.86,158.04,230.31,9365926.0,2990774.75,3121001.5,1110999.5,0.48,0.096,14.88,0.25,20080425,1890122.75,0.82,8.18,55.44,14.75,3.57,808257.0
002345,潮宏基,服饰,广东,30.87,8.3,9.05,487388.91,271123.5,23552.36,90509.9,1.0,0.19,3.34,3.32,20100128,96560.0,1.07,13.49,15.04,38.89,10.37,27524.0
002451,摩恩电气,电气设备,上海,255.42,4.14,4.39,170124.36,65442.94,36539.43,6840.18,0.16,0.092,1.44,21.66,20100720,11353.03,0.26,-19.27,524.2,37.62,12.55,10609.0
002051,中工国际,建筑施工,北京,21.06,11.08,11.13,1682425.75,1349606.88,162333.56,181940.27,1.64,0.767,6.91,3.12,20060619,419017.25,3.77,24.8,19.89,27.59,13.69,37748.0
300441,鲍斯股份,机床制造,浙江,59.0,0.91,3.68,233206.8,84513.15,48480.67,81446.81,2.21,0.32,3.9,6.36,20150423,22546.7,0.61,104.72,127.3,37.35,14.85,16414.0
601900,南方传媒,出版业,广东,18.67,1.76,8.96,930028.13,515474.69,59652.25,185944.92,2.08,0.53,5.76,2.15,20160215,193164.56,2.16,0.93,28.56,30.98,11.52,42905.0
002521,齐峰新材,造纸,山东,30.53,4.31,4.95,443254.56,285042.31,120529.02,199039.47,4.02,0.261,6.84,1.55,20101210,79010.93,1.6,32.86,36.6,15.74,5.02,34535.0
300373,扬杰科技,半导体,江苏,42.71,2.31,4.72,294081.38,188188.94,42987.35,99712.5,2.11,0.28600000000000003,4.46,5.49,20140123,63314.55,1.34,25.77,38.21,34.58,19.7,14000.0
000423,东阿阿胶,中成药,山东,24.88,6.54,6.54,1162119.0,909868.13,146389.81,69067.68,1.06,1.3780000000000001,13.24,5.18,19960729,683481.63,10.45,9.72,8.75,66.13,30.72,68187.0
600345,长江通信,通信设备,湖北,22.11,1.98,1.98,175267.06,57571.8,4223.41,39544.65,2.0,0.605,7.16,3.74,20001222,51246.8,2.59,-34.36,376.42,8.03,79.58,19825.0
300630,普利制药,化学制药,海南,100.88,0.31,1.22,78145.25,41208.8,10652.17,38821.34,3.18,0.54,5.51,12.1,20170328,14158.5,1.16,0.0,0.0,80.49,30.47,6743.0
000620,新华联,全国地产,北京,38.71,18.37,18.97,4859331.0,3418946.5,393869.0,211023.45,1.11,0.129,3.29,2.02,19961029,340017.72,1.79,30.31,47.53,28.56,6.6,43174.0
002830,名雕股份,装修装饰,深圳,152.66,0.33,1.33,103652.86,81631.32,10682.36,15653.92,1.17,0.146,4.29,6.95,20161213,25394.47,1.9,9.85,12.22,29.88,4.03,13733.0
002026,山东威达,机械基件,山东,28.43,3.63,4.2,286146.81,174059.69,65388.45,124234.95,2.96,0.26,5.54,1.78,20040727,57940.48,1.38,29.51,26.26,27.41,10.3,23340.0
000525,红 太 阳,农药化肥,江苏,18.3,5.07,5.81,1124160.75,544957.63,359960.41,293950.5,5.06,0.604,8.8,2.51,19931028,140335.06,2.42,12.37,512.56,30.2,14.36,17291.0
600872,中炬高新,食品,广东,42.33,7.97,7.97,523998.19,312807.59,118366.02,28205.24,0.35,0.445,3.82,6.58,19950124,176208.72,2.21,18.84,38.55,39.87,13.0,27443.0
000676,智度股份,互联网,河南,30.99,3.16,9.66,692277.25,374013.13,965.71,350194.59,3.63,0.226,4.97,2.82,19961224,26646.39,0.28,289.45,151.75,13.75,8.57,42570.0
002712,思美传媒,广告包装,浙江,31.08,1.63,3.17,454304.69,233563.97,806.52,141870.42,4.48,0.63,7.9,3.15,20140123,74161.18,2.34,13.11,88.38,15.49,6.29,15861.0
002319,乐通股份,染料涂料,广东,213.39,2.0,2.0,110086.05,33614.19,46863.76,10375.15,0.52,0.036000000000000004,2.45,6.34,20091211,13334.63,0.67,-7.59,29.95,25.77,2.93,21225.0
300656,民德电子,电脑设备,深圳,89.97,0.15,0.6,41389.07,39401.03,850.55,22773.22,3.8,0.51,6.68,7.84,20170519,10162.76,1.69,0.0,0.0,49.27,32.82,8987.0
600706,曲江文旅,旅游服务,陕西,33.64,1.78,1.8,181875.27,76741.53,81688.4,44848.15,2.5,0.444,5.38,3.7,19960516,33771.8,1.88,10.71,20.5,31.34,9.91,16591.0
002633,申科股份,机械基件,浙江,0.0,0.87,1.5,60410.16,31035.69,17770.47,30472.23,2.03,-0.002,3.43,3.98,20111122,4263.27,0.28,17.25,98.34,25.92,-0.29,13440.0
000661,长春高新,生物制药,吉林,44.57,1.7,1.7,741841.38,546859.75,76495.61,196695.91,11.56,2.863,24.99,6.81,19961218,177302.48,10.42,20.79,28.31,88.06,18.39,14130.0
000554,泰山石油,石油贸易,山东,1914.22,3.63,4.81,110711.97,16002.3,46503.96,18721.27,0.39,0.003,1.91,4.62,19931215,13704.52,0.29,-2.47,-45.12,8.7,0.08,58161.0
600873,梅花生物,食品,西藏,19.45,31.08,31.08,1763752.75,526101.81,1003638.0,224245.16,0.72,0.22399999999999998,2.84,2.04,19950217,311344.03,1.0,0.16,4.63,24.43,8.76,171980.0
600984,建设机械,工程机械,陕西,38.72,5.39,6.37,639980.69,289159.41,266865.81,278804.25,4.38,0.14,5.15,1.4,20040707,-16735.15,-0.26,36.28,26.52,28.36,7.07,39147.0
600203,福日电子,元器件,福建,97.6,3.03,4.56,477921.75,297824.66,71258.36,162356.09,3.56,0.044000000000000004,4.83,1.79,19990514,4553.16,0.1,25.84,-44.08,6.05,0.49,25527.0
002833,弘亚数控,专用机械,广东,38.01,0.33,1.35,99309.21,78530.86,12977.46,32473.9,2.4,0.92,6.36,10.86,20161228,33341.78,2.47,70.96,92.2,39.24,30.33,11590.0
002321,华英农业,农业综合,河南,105.64,4.24,5.34,813405.69,539871.06,176938.3,161468.55,3.02,0.092,4.6,2.8,20091216,26929.91,0.5,62.14,-46.85,10.05,1.69,28474.0
000020,深华发Ａ,元器件,深圳,1404.39,1.81,2.83,68340.03,40398.6,7983.92,14658.72,0.52,0.008,1.14,18.73,19920428,-18529.5,-0.65,41.98,-70.49,9.23,0.49,23044.0
600895,张江高科,园区开发,上海,42.42,15.49,15.49,1893978.63,802266.81,2053.0,263649.78,1.7,0.2,5.36,3.17,19960422,311589.13,2.01,-57.89,6.82,52.2,62.56,130380.0
001979,招商蛇口,全国地产,深圳,20.92,19.0,79.04,27826480.0,23765364.0,299195.63,1977063.63,2.5,0.439,7.07,2.6,20151230,2497693.5,3.16,-8.72,-9.49,25.77,17.87,103503.0
600179,安通控股,仓储物流,黑龙江,52.21,4.81,10.62,740168.13,276136.0,414550.69,55636.78,0.52,0.344,2.65,9.05,19981104,142097.47,1.34,70.6,41.41,16.36,8.17,16700.0
600548,深高速,路桥,深圳,13.24,14.33,21.81,3631938.0,468649.06,99190.96,215085.45,0.99,0.555,6.15,1.59,20011225,614802.94,2.82,6.0,27.91,52.79,35.93,21099.0
002244,滨江集团,区域地产,浙江,11.8,27.03,31.11,5208062.0,4646344.0,24656.42,236573.13,0.76,0.29600000000000004,4.35,1.6,20080529,730663.75,2.35,-41.01,36.52,42.55,18.53,52713.0
300230,永利股份,塑料,上海,23.49,2.64,4.53,407921.22,224238.22,54668.21,159644.19,3.52,0.325,5.73,2.67,20110615,50616.48,1.12,94.94,173.67,31.4,10.75,11630.0
600651,飞乐音响,电器仪表,上海,15.76,7.69,9.92,1561411.75,898179.31,125748.05,151194.47,1.52,0.526,4.0,2.77,19901219,140119.48,1.41,20.65,374.6,25.89,8.68,67087.0
002368,太极股份,软件服务,北京,130.32,3.92,4.15,654847.94,461790.31,6724.07,98053.77,2.36,0.159,5.75,4.81,20100312,92378.61,2.22,21.18,1.94,17.31,1.83,15514.0
603088,宁波精达,专用机械,浙江,114.23,0.25,0.8,72430.8,43160.64,18095.28,23585.03,2.95,0.271,6.03,6.83,20141111,14183.8,1.77,36.63,2.86,34.57,9.52,4640.0
300002,神州泰岳,软件服务,北京,0.0,13.83,19.61,752262.94,337564.59,41663.73,40002.12,0.2,-0.019,2.53,2.71,20091030,238090.7,1.21,-23.14,-110.46,46.46,-2.24,54368.0
002838,道恩股份,塑料,山东,58.46,0.32,1.26,93138.88,62819.26,15346.27,32430.5,2.57,0.525,6.45,6.35,20170106,33340.69,2.65,20.48,7.72,20.66,10.12,6552.0
300261,雅本化学,农药化肥,江苏,75.64,5.09,5.37,221582.3,89736.81,90523.21,26101.53,0.49,0.094,1.94,4.89,20110906,21443.17,0.4,81.74,134.76,25.08,5.85,11032.0
002206,海 利 得,化纤,浙江,23.94,8.71,12.23,437873.44,199187.0,158608.48,87806.65,0.72,0.21,2.29,2.92,20080123,53303.86,0.44,24.07,10.71,22.73,11.01,26000.0
300096,易联众,软件服务,福建,0.0,3.86,4.3,183600.69,116812.76,8729.0,3277.05,0.08,-0.122,1.53,9.64,20100728,17623.47,0.41,10.77,-442.04,47.82,-16.85,22445.0
002294,信立泰,化学制药,深圳,24.85,10.46,10.46,651550.75,346682.44,100193.17,18193.82,0.17,1.046,5.47,6.34,20090910,396713.41,3.79,9.64,5.24,80.51,35.27,39320.0
002223,鱼跃医疗,医疗保健,江苏,31.13,8.55,10.02,655697.94,405805.59,55159.17,212540.47,2.12,0.526,5.16,4.23,20080418,182629.47,1.82,34.66,22.11,41.45,19.59,60000.0
002699,美盛文化,服饰,浙江,43.24,7.31,9.1,489412.31,294003.5,28708.96,200366.06,2.2,0.332,3.97,4.82,20120911,65311.3,0.72,54.89,101.17,43.36,44.1,22663.0
300238,冠昊生物,医疗保健,广东,100.11,1.9,2.65,164934.02,51942.65,18255.01,83229.97,3.14,0.19,5.38,4.7,20110706,29071.39,1.1,74.81,63.45,73.5,15.99,20893.0
600298,安琪酵母,食品,湖北,29.32,8.24,8.24,775412.75,274226.97,400136.56,65197.44,0.79,0.742,4.37,6.64,20000818,221993.77,2.69,19.47,59.76,36.61,14.62,33468.0
603222,济民制药,化学制药,浙江,97.32,1.13,3.2,134169.63,42282.78,24588.57,19973.96,0.62,0.125,2.44,6.64,20150217,23629.6,0.74,36.95,56.5,44.57,8.87,12106.0
000030,富奥股份,汽车配件,吉林,13.12,12.52,12.93,974560.31,488787.31,168770.25,53396.06,0.41,0.498,4.3,2.03,19930929,329969.75,2.55,22.83,24.16,18.97,12.65,35000.0
600757,长江传媒,出版业,湖北,12.82,12.13,12.14,1022831.5,825559.19,93181.93,181506.72,1.5,0.43,4.95,1.49,19961003,276889.38,2.28,-35.44,28.1,17.88,7.8,39615.0
002803,吉宏股份,广告包装,福建,91.15,0.46,1.16,91769.68,48633.26,32632.01,14522.61,1.25,0.331,3.98,10.11,20160712,18652.97,1.61,68.47,29.08,21.12,5.5,12083.0
300607,拓斯达,专用机械,广东,67.73,0.33,1.3,110437.32,94982.15,1629.29,36946.31,2.83,0.82,5.6,12.82,20170209,20896.4,1.6,98.9,120.58,39.33,20.42,9436.0
603556,海兴电力,电器仪表,浙江,28.77,0.93,3.8,569972.31,502323.81,33660.87,254869.13,6.7,0.72,11.49,3.58,20161110,141084.06,3.71,44.2,19.1,48.08,20.24,36785.0
002151,北斗星通,通信设备,北京,141.04,2.34,5.13,650997.19,349282.25,48198.8,359510.97,7.01,0.14800000000000002,8.41,3.31,20070813,27505.9,0.54,27.2,45.58,30.34,5.43,65144.0
002036,联创电子,元器件,浙江,53.85,3.95,5.58,460662.81,247694.97,106826.6,47667.21,0.85,0.26,3.1,6.22,20040903,63062.76,1.13,128.59,12.99,11.29,4.15,28151.0
601668,中国建筑,建筑施工,北京,8.37,297.32,300.0,152710720.0,116624560.0,3175528.5,2458741.25,0.82,0.83,6.91,1.39,20090729,13155045.0,4.39,15.03,4.1,9.56,3.34,626424.0
600667,太极实业,半导体,江苏,38.2,11.91,21.06,1726048.38,1028944.81,502782.56,325909.5,1.55,0.141,2.88,2.49,19930728,63162.07,0.3,28.61,123.22,14.12,3.58,72535.0
000810,创维数字,家用电器,四川,105.9,5.01,10.71,658997.63,546297.38,69208.06,23490.76,0.22,0.05,2.53,4.26,19980602,133041.81,1.24,11.76,-79.81,13.47,1.58,39317.0
600426,华鲁恒升,农药化肥,山东,18.84,16.12,16.2,1532190.88,218330.3,761308.5,199720.5,1.23,0.523,5.48,2.4,20020620,468590.19,2.89,31.24,31.51,19.41,11.72,33552.0
600882,广泽股份,乳制品,上海,0.0,3.99,4.09,253001.02,115735.97,28049.09,166943.8,4.09,-0.03,2.82,3.38,19951206,-94522.93,-2.31,163.5,66.66,20.91,-2.82,17831.0
002252,上海莱士,生物制药,上海,79.86,44.01,49.7,1419718.88,678181.25,104488.68,304223.31,0.61,0.18899999999999997,2.52,7.98,20080623,423609.91,0.85,-9.23,-23.78,63.62,64.06,39275.0
600661,新南洋,文教休闲,上海,72.2,2.59,2.87,291286.19,185294.56,34797.85,81071.71,2.83,0.14800000000000002,5.2,4.1,19930614,26696.09,0.93,21.32,10.23,42.85,5.33,19808.0
002449,国星光电,半导体,广东,29.41,4.07,4.76,608617.94,364228.03,195736.8,162906.84,3.42,0.5429999999999999,6.43,3.31,20100716,82408.36,1.73,54.1,97.41,22.34,10.01,25425.0
600463,空港股份,园区开发,北京,54.2,3.0,3.0,284860.84,169269.13,4315.8,63739.06,2.12,0.196,4.81,2.94,20040318,44018.26,1.47,194.98,134.62,18.99,4.69,21363.0
600126,杭钢股份,普钢,浙江,11.55,9.27,25.98,2476663.0,973271.19,999264.69,1104733.0,4.25,0.45799999999999996,6.14,1.15,19980311,177539.52,0.68,45.91,124.92,8.84,5.81,45320.0
600515,海航基础,百货,海南,25.92,16.58,39.08,9203792.0,5398341.0,899554.81,2542711.25,6.51,0.271,9.1,1.54,20020806,266200.16,0.68,96.72,103.06,44.49,19.24,27399.0
600157,永泰能源,煤炭开采,山西,85.38,58.27,124.26,10547452.0,1983785.25,1874098.63,933024.63,0.75,0.02,1.92,1.82,19980513,220071.42,0.18,171.18,7.13,22.63,2.18,234478.0
600176,中国巨石,玻璃,浙江,17.96,29.19,29.19,2453806.5,796750.25,1313069.88,397510.03,1.36,0.532,4.06,3.14,19990422,469664.94,1.61,16.67,35.88,45.29,24.09,59292.0
600638,新黄浦,区域地产,上海,7.84,5.61,5.61,977540.38,666253.38,55984.28,102913.03,1.83,1.102,7.58,2.28,19930326,230459.27,4.11,77.5,666.02,13.79,49.38,32021.0
600022,山东钢铁,普钢,山东,17.6,106.89,109.47,5110925.5,1730720.0,1307613.63,809070.13,0.74,0.11,1.56,1.47,20040629,-265848.53,-0.24,21.43,4031.6,6.68,2.44,318775.0
600845,宝信软件,软件服务,上海,31.13,5.24,7.83,710891.38,519132.91,75106.28,136192.84,1.74,0.413,5.58,3.07,19940311,199943.09,2.55,22.97,24.34,28.3,10.15,39401.0
601886,江河集团,装修装饰,北京,24.44,9.41,11.54,2499770.0,1951883.25,104286.71,294106.63,2.55,0.209,5.78,1.77,20110818,223940.55,1.94,4.27,6.69,15.62,3.66,34468.0
000534,万泽股份,区域地产,广东,415.95,4.91,4.92,225914.92,175996.77,13021.05,39697.0,0.81,0.027000000000000003,2.8,5.27,19940110,35740.15,0.73,670.85,-80.94,47.64,5.42,18827.0
601198,东兴证券,证券,北京,37.96,12.58,27.58,6996145.5,0.0,25017.26,976207.5,3.54,0.336,6.89,2.47,20150226,407204.03,1.48,0.97,-15.51,0.0,37.69,115564.0
600114,东睦股份,机械基件,浙江,27.92,3.87,4.36,306869.5,137886.3,102925.84,150477.27,3.45,0.36,5.4,3.57,20040511,47515.84,1.09,20.0,93.4,35.65,17.85,15387.0
002035,华帝股份,家用电器,广东,41.16,5.19,5.82,393989.56,286361.88,55301.11,21978.92,0.38,0.536,3.36,8.74,20040901,99743.09,1.71,30.94,54.91,44.2,7.63,10071.0
603077,和邦生物,化工原料,四川,38.81,88.31,88.31,1299732.0,358253.38,502969.41,422710.59,0.48,0.028999999999999998,1.21,1.86,20120731,226328.09,0.26,39.91,108.58,25.95,12.62,107059.0
000913,钱江摩托,摩托车,浙江,80.36,4.54,4.54,384746.16,207679.67,74948.68,133568.52,2.95,0.11199999999999999,5.41,3.32,19990514,32638.9,0.72,15.31,0.42,22.17,4.06,15484.0
000042,中洲控股,全国地产,深圳,33.94,4.88,6.65,4195261.5,3747306.75,135832.13,250119.42,3.76,0.368,9.1,1.83,19940921,238793.72,3.59,-24.82,198.32,26.4,6.06,14240.0
