code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
603722,N阿科力,化工原料,江苏,25.92,0.22,0.87,46842.09,14853.99,11813.88,5405.39,0.62,0.469,4.57,3.54,20171025,16452.42,1.9,0.0,0.0,31.51,19.23,24007.0
603607,N京华,造纸,浙江,24.62,0.23,0.91,48319.84,33422.23,9072.82,15172.75,1.67,0.469,4.91,4.7,20171025,11193.1,1.23,0.0,0.0,34.21,16.45,25174.0
603335,迪生力,汽车配件,广东,59.55,0.63,2.53,88345.5,66109.8,10814.57,19326.32,0.76,0.16,2.27,6.24,20170620,10486.15,0.41,0.0,0.0,35.33,6.83,60749.0
600526,菲达环保,环境保护,浙江,94.65,4.07,5.47,906394.0,700389.31,79301.81,170118.92,3.11,0.065,4.7,2.64,20020722,28721.55,0.52,14.04,49.23,17.11,1.97,70282.0
002211,宏达新材,橡胶,江苏,127.01,4.32,4.32,108847.26,79848.25,17753.32,103788.3,2.4,0.035,1.83,4.87,20080201,-70912.65,-1.64,54.78,356.85,12.2,3.43,54850.0
300517,海波重科,建筑施工,湖北,106.51,0.41,1.02,95897.36,71659.53,8362.78,26467.35,2.58,0.125,5.81,4.57,20160719,19899.25,1.94,-18.6,-33.37,24.37,9.65,15835.0
603466,风语筑,文教休闲,上海,23.22,0.36,1.44,193517.22,163840.27,21432.76,34495.55,2.4,1.025,6.68,4.75,20171020,25636.81,1.78,0.0,0.0,29.47,12.19,37538.0
603499,翔港科技,广告包装,上海,53.37,0.25,1.0,46501.03,18143.78,20363.8,11031.2,1.1,0.364,3.93,6.6,20171016,9835.62,0.98,0.0,0.0,26.37,15.1,27897.0
002907,华森制药,化学制药,重庆,28.08,0.4,4.0,70735.78,40050.03,13501.01,36.72,0.0,0.23199999999999998,1.54,5.64,20171020,17636.82,0.44,0.0,0.0,67.17,21.04,78250.0
603683,晶华新材,化工原料,上海,48.78,0.32,1.27,83351.17,40270.8,16154.09,13909.86,1.1,0.184,5.21,3.44,20171020,24816.97,1.96,0.0,0.0,24.16,6.92,32784.0
002846,英联股份,广告包装,广东,89.68,0.3,1.2,60893.21,36661.15,15661.5,24976.35,2.08,0.21,4.41,8.21,20170207,13966.45,1.16,32.19,0.25,25.27,12.91,23876.0
603829,洛凯股份,电气设备,江苏,65.55,0.4,1.6,58965.61,36922.48,12546.13,12584.96,0.79,0.141,2.71,6.82,20171017,6931.85,0.43,0.0,0.0,21.8,10.07,39079.0
002843,泰嘉股份,钢加工,湖南,71.61,0.35,1.4,64973.61,38417.9,20357.85,17526.09,1.25,0.3,4.27,6.45,20170120,24281.88,1.73,25.81,40.85,41.69,17.43,19317.0
300710,万隆光电,通信设备,浙江,39.89,0.18,0.69,45016.82,40681.98,2703.29,11356.53,1.66,0.39,6.3,4.94,20171019,14046.3,2.05,0.0,0.0,32.23,12.6,35018.0
603926,铁流股份,汽车配件,浙江,37.34,0.3,1.2,136102.73,103356.15,10878.82,57134.51,4.76,0.57,9.25,3.61,20170510,35785.43,2.98,0.0,0.0,32.83,13.31,19354.0
300617,安靠智电,电气设备,江苏,57.25,0.17,0.67,93745.2,69985.78,19033.25,43647.55,6.55,0.64,11.58,5.81,20170228,23958.18,3.59,0.0,0.0,51.59,26.4,16069.0
601108,财通证券,证券,浙江,40.12,3.59,35.89,4966410.5,0.0,7868.71,466297.5,1.3,0.337,5.03,3.58,20171024,528287.19,1.47,0.0,0.0,0.0,38.73,293571.0
300709,精研科技,元器件,江苏,46.78,0.22,0.88,86042.31,38632.57,35997.4,11419.26,1.3,0.872,6.5,12.55,20171019,22303.42,2.53,0.0,0.0,41.12,18.5,45647.0
603305,旭升股份,汽车配件,浙江,104.71,0.42,4.01,86628.21,32402.9,34200.23,0.0,0.0,0.276,1.7,34.04,20170710,20897.92,0.52,0.0,0.0,46.83,31.51,40304.0
603040,新坐标,机械基件,浙江,53.49,0.15,0.61,62574.25,43566.53,14319.82,27018.01,4.42,1.3,9.61,8.92,20170209,23133.7,3.79,88.18,120.1,63.49,38.85,5070.0
603896,寿仙谷,中成药,浙江,100.78,0.35,1.4,88696.15,45539.12,13309.59,46435.25,3.32,0.37,5.87,10.07,20170510,18727.9,1.34,0.0,0.0,86.03,24.52,20794.0
300707,威唐工业,专用机械,江苏,53.88,0.2,0.79,46947.69,30445.6,12146.75,11257.08,1.43,0.55,4.86,12.2,20171010,10116.37,1.29,0.0,0.0,45.69,21.78,39302.0
603922,金鸿顺,汽车配件,江苏,36.2,0.32,1.28,120578.51,72537.32,25763.11,23127.74,1.81,0.42200000000000004,5.84,5.23,20171023,21104.43,1.65,0.0,0.0,24.44,10.89,34005.0
000418,小天鹅Ａ,家用电器,江苏,23.3,4.39,6.32,1865528.75,1700525.75,97808.36,121497.15,1.92,1.157,9.86,5.46,19970328,401369.25,6.35,32.35,25.95,25.61,6.92,20964.0
601086,国芳集团,百货,甘肃,59.18,1.6,6.66,226362.3,52625.23,102258.55,2068.82,0.03,0.11199999999999999,2.54,5.2,20170929,38976.73,0.59,0.0,0.0,17.93,5.1,136049.0
300678,中科信息,软件服务,四川,310.74,0.25,1.0,48932.25,35506.03,2012.85,12581.76,1.26,0.16,4.49,16.94,20170728,11183.57,1.12,0.0,0.0,37.67,14.78,51310.0
300649,杭州园林,建筑施工,浙江,294.77,0.32,1.28,32914.53,14475.92,1172.79,6668.86,0.52,0.29,2.33,24.54,20170505,8485.49,0.66,0.0,0.0,56.68,19.6,20014.0
300545,联得装备,专用机械,深圳,110.01,0.23,0.72,74833.52,71463.42,1359.7,24777.77,3.44,0.366,6.99,11.51,20160928,16365.35,2.27,82.0,66.44,34.01,12.67,7833.0
300706,阿石创,元器件,福建,118.31,0.2,0.78,34582.65,19940.85,12220.4,8792.44,1.12,0.27899999999999997,3.82,17.28,20170926,7229.74,0.92,0.0,0.0,36.71,19.64,39206.0
300700,岱勒新材,矿物制品,湖南,77.43,0.21,0.82,51967.75,28944.75,19854.78,7322.85,0.89,0.44799999999999995,4.41,15.76,20170912,12684.92,1.54,0.0,0.0,45.8,22.61,42839.0
300176,鸿特精密,汽车配件,广东,152.61,1.07,1.07,193537.8,88257.02,89860.25,31930.75,2.98,0.428,6.17,21.18,20110215,20872.23,1.95,27.13,79.04,33.52,5.14,4075.0
603110,东方材料,染料涂料,浙江,94.95,0.26,1.03,45476.92,28063.47,11297.28,1820.18,0.18,0.212,3.96,10.17,20171013,19618.4,1.91,0.0,0.0,36.42,11.98,28303.0
603533,掌阅科技,互联网,北京,105.1,0.41,4.01,111833.47,103410.0,1389.7,27718.93,0.69,0.17,2.22,16.08,20170921,15016.5,0.37,0.0,0.0,30.75,8.58,42125.0
002908,德生科技,元器件,广东,38.33,0.33,1.33,52750.28,49433.9,2143.8,18700.18,1.4,0.284,3.9,3.73,20171020,8933.8,0.67,0.0,0.0,44.71,14.67,65991.0
300535,达威股份,化工原料,四川,54.0,0.32,0.6,68833.78,48083.65,13268.55,31402.7,5.26,0.435,10.67,4.41,20160812,23410.77,3.92,13.68,5.33,49.48,17.23,12264.0
603396,金辰股份,专用机械,辽宁,47.8,0.19,0.76,88918.38,71328.06,9083.67,14534.5,1.92,0.47200000000000003,8.04,5.62,20171018,22699.0,3.0,0.0,0.0,41.23,12.28,18847.0
300708,聚灿光电,半导体,江苏,16.49,0.64,2.57,113054.97,53496.63,47045.95,17322.55,0.67,0.361,2.85,2.78,20171016,17465.65,0.68,0.0,0.0,30.06,19.53,121621.0
300425,环能科技,环境保护,四川,63.23,1.49,3.75,232721.05,117594.35,30720.7,76995.8,2.05,0.1,3.77,3.36,20150216,28303.85,0.75,43.13,11.81,41.99,11.12,15238.0
600278,东方创业,商贸代理,上海,49.79,5.22,5.22,807521.44,480361.56,86535.52,96223.0,1.84,0.153,7.55,2.01,20000712,116497.27,2.23,10.37,7.83,5.75,1.08,30332.0
002902,铭普光磁,元器件,广东,105.29,0.35,1.4,169639.02,141088.0,23606.99,52338.06,3.74,0.55,7.3,7.95,20170929,32389.41,2.31,0.0,0.0,17.38,5.2,69018.0
000725,京东方Ａ,元器件,北京,23.13,338.6,347.98,22547248.0,9054556.0,7889883.0,3922923.5,1.13,0.124,2.33,2.46,20010112,726708.25,0.21,68.65,933.08,27.73,9.65,1016963.0
300650,太龙照明,电气设备,福建,110.86,0.16,0.63,58376.07,46154.65,8060.7,21584.25,3.42,0.25,6.82,6.87,20170503,13776.24,2.18,0.0,0.0,39.61,10.93,9534.0
600267,海正药业,化学制药,浙江,518.02,9.66,9.66,2137667.0,728164.13,629909.06,364976.28,3.78,0.013999999999999999,6.96,2.08,20000725,177382.88,1.84,16.4,-33.61,28.04,0.25,32246.0
603806,福斯特,塑料,浙江,30.69,4.02,4.02,546969.75,438713.66,73339.75,151180.56,3.76,0.92,11.97,3.15,20140905,268243.78,6.67,15.35,-39.58,21.85,10.88,16444.0
603787,新日股份,摩托车,江苏,50.5,0.51,2.04,170073.45,129387.65,27103.71,22169.0,1.09,0.22,4.13,4.41,20170427,37221.1,1.82,0.0,0.0,15.72,3.09,26886.0
603197,保隆科技,汽车配件,上海,40.38,0.29,1.17,255225.52,198117.02,41214.64,68867.17,5.88,1.02,11.02,5.9,20170519,45491.84,3.88,0.0,0.0,36.31,9.61,16864.0
002245,澳洋顺昌,仓储物流,江苏,32.09,9.09,9.87,555060.63,281372.53,116210.36,25718.84,0.26,0.15,2.17,4.45,20080605,81551.65,0.83,112.98,66.46,23.23,9.95,79314.0
300619,金银河,专用机械,广东,101.26,0.19,0.75,73862.92,59660.41,6106.46,18658.75,2.5,0.31,5.21,11.17,20170301,10979.19,1.47,0.0,0.0,34.09,12.42,14668.0
002451,摩恩电气,电气设备,上海,260.24,4.14,4.39,170124.36,65442.94,36539.43,6840.18,0.16,0.092,1.44,22.07,20100720,11353.03,0.26,-19.27,524.2,37.62,12.55,10609.0
600822,上海物贸,商贸代理,上海,312.02,3.96,4.96,210041.16,138721.5,37219.73,168081.22,3.39,0.025,1.09,14.26,19940204,-180767.5,-3.64,-77.22,541.21,5.42,0.4,50010.0
002510,天汽模,汽车配件,天津,66.65,7.14,8.96,462003.06,294097.09,76289.11,58136.15,0.65,0.095,2.64,3.2,20101125,81860.06,0.91,-6.84,-16.98,22.06,7.02,76082.0
000661,长春高新,生物制药,吉林,51.48,1.7,1.7,670559.25,485270.0,72375.4,196695.91,11.56,1.67,23.79,7.22,19961218,157006.19,9.23,25.44,32.25,87.25,17.75,14329.0
300234,开尔新材,陶瓷,浙江,3212.61,1.5,2.9,117618.7,76628.34,22142.25,41463.17,1.43,0.002,3.46,3.95,20110622,26209.92,0.91,-11.02,-95.98,35.58,0.47,20488.0
300237,美晨科技,建筑施工,山东,28.93,6.47,8.07,672750.63,478170.19,34142.73,93887.9,1.16,0.293,3.51,4.84,20110629,103945.03,1.29,46.56,53.3,34.14,15.84,12670.0
002396,星网锐捷,通信设备,福建,130.84,5.34,5.83,522849.31,389067.66,44094.05,84638.15,1.45,0.1,5.34,4.35,20100623,135215.25,2.32,27.24,34.51,36.39,2.17,31304.0
300582,英飞特,半导体,浙江,99.48,0.5,2.03,130259.17,39506.17,57313.48,49719.59,2.45,0.12,4.65,5.04,20161228,20294.92,1.0,14.32,-35.69,33.29,7.05,22330.0
300088,长信科技,元器件,安徽,38.25,22.57,22.99,721439.94,285386.53,218453.97,137423.36,0.6,0.13,1.78,5.59,20100526,143692.48,0.63,122.77,119.42,8.24,4.49,58016.0
603496,恒为科技,电脑设备,上海,62.32,0.25,1.0,71971.65,65082.73,6012.01,36088.59,3.61,0.45,6.14,6.88,20170607,14055.45,1.41,0.0,0.0,57.31,23.72,15932.0
603833,欧派家居,家居用品,广东,61.82,0.42,4.21,856529.19,432007.44,156403.95,290630.72,6.91,1.05,13.49,9.02,20170328,214757.92,5.11,0.0,0.0,34.12,10.69,15737.0
603331,百达精工,专用机械,浙江,43.04,0.32,1.27,104908.25,70121.77,27861.55,31593.4,2.48,0.38,5.12,4.75,20170705,18573.03,1.46,0.0,0.0,28.16,10.35,32510.0
603387,基蛋生物,生物制药,江苏,43.9,0.33,1.32,44596.9,25622.84,12894.42,5986.66,0.45,0.91,3.73,15.96,20170717,18522.71,1.4,0.0,0.0,83.54,42.46,34564.0
300190,维尔利,环境保护,江苏,49.17,3.96,4.52,565038.44,319995.06,44527.6,263996.0,5.84,0.17,7.82,1.95,20110316,40466.51,0.89,55.9,51.19,32.27,12.81,17884.0
002888,惠威科技,元器件,广东,89.91,0.21,0.83,30883.75,18040.92,6703.97,4736.65,0.57,0.25,4.2,8.15,20170721,13983.29,1.68,0.0,0.0,38.5,13.28,17800.0
603238,诺邦股份,纺织,浙江,93.69,0.3,1.2,80639.11,44899.51,28899.05,32742.45,2.73,0.19,6.24,5.26,20170222,26808.61,2.23,-3.15,-28.4,22.99,8.82,20562.0
600763,通策医疗,医疗保健,浙江,39.63,3.21,3.21,146856.3,41563.3,64517.81,0.0,0.0,0.568,2.99,10.04,19961030,62628.16,1.95,35.77,44.91,43.51,20.91,30248.0
002449,国星光电,半导体,广东,29.85,4.07,4.76,608617.94,364228.03,195736.8,162906.84,3.42,0.5429999999999999,6.43,3.36,20100716,82408.36,1.73,54.1,97.41,22.34,10.01,25425.0
300669,沪宁股份,机械基件,浙江,70.98,0.21,0.84,47514.37,38335.46,5212.65,28834.52,3.42,0.28,5.01,5.99,20170629,4471.0,0.53,0.0,0.0,34.37,14.55,43654.0
600848,上海临港,园区开发,上海,87.35,4.0,11.2,1257551.25,983710.88,4380.15,423993.44,3.79,0.17,5.62,5.29,19940324,87296.11,0.78,60.41,116.72,52.3,21.05,56041.0
603580,艾艾精工,化工原料,上海,97.38,0.17,0.67,39289.71,29270.15,8196.42,14630.82,2.19,0.25,5.41,7.39,20170525,13615.3,2.04,0.0,0.0,48.7,18.67,9359.0
002873,新天药业,中成药,贵州,40.99,0.17,0.69,91925.27,57405.9,21257.95,32972.4,4.79,1.04,8.98,5.46,20170519,18090.75,2.63,0.0,0.0,81.09,11.75,11616.0
002832,比音勒芬,服饰,广东,33.6,0.27,1.07,170147.77,153097.11,482.2,63093.65,5.91,1.287,13.12,4.39,20161223,60748.86,5.7,25.13,30.48,65.0,18.11,7945.0
002032,苏 泊 尔,家用电器,浙江,29.1,5.46,8.21,832792.94,684459.13,83520.81,6082.1,0.07,1.091,6.04,7.01,20040817,380989.06,4.64,18.85,20.78,29.56,8.54,10515.0
300606,金太阳,矿物制品,广东,58.89,0.22,0.89,48611.28,35088.96,10003.15,17100.35,1.92,0.29100000000000004,4.79,7.15,20170208,14991.85,1.68,21.01,46.0,36.92,21.24,11431.0
002293,罗莱生活,纺织,江苏,26.14,6.99,7.05,434541.41,287672.47,39095.01,36537.28,0.52,0.22899999999999998,3.9,3.07,20090910,142103.42,2.02,47.53,7.16,44.98,8.16,35910.0
002723,金莱特,家用电器,广东,187.22,1.26,1.87,113113.92,52892.11,45566.5,22370.9,1.2,0.064,3.5,6.8,20140129,20829.71,1.12,36.21,36.69,10.27,2.1,12106.0
002050,三花智控,机械基件,浙江,30.05,15.64,21.2,1179218.5,838176.94,238710.92,162083.19,0.76,0.48,3.6,5.14,20050607,359046.5,1.69,23.5,25.76,30.82,13.62,34911.0
600699,均胜电子,汽车配件,浙江,29.71,6.89,9.49,3329458.5,1412479.38,578540.0,1011184.38,10.65,0.648,14.05,2.74,19931206,213026.05,2.24,119.99,151.31,18.12,4.7,39825.0
603200,上海洗霸,环境保护,上海,63.12,0.18,0.74,76458.24,73780.61,1209.08,34197.68,4.64,0.49,9.25,5.28,20170601,24317.1,3.3,0.0,0.0,41.46,19.27,10128.0
603179,新泉股份,汽车配件,江苏,38.63,0.4,1.59,248652.77,180095.55,45551.84,67492.93,4.23,0.76,7.49,7.05,20170317,33912.26,2.13,0.0,0.0,23.74,6.89,14099.0
002452,长高集团,电气设备,湖南,37.63,3.47,5.25,299854.28,231283.3,23636.77,22732.07,0.43,0.099,2.55,2.91,20100720,52829.71,1.01,29.54,12.38,28.28,7.43,45199.0
603996,中新科技,家用电器,浙江,186.36,1.03,3.0,381449.13,334135.97,31836.9,55722.03,1.86,0.048,4.55,3.9,20151222,44353.3,1.48,39.22,42.01,6.45,0.67,28539.0
300258,精锻科技,汽车配件,江苏,29.13,3.75,4.05,229067.75,76893.86,112990.2,35061.7,0.87,0.451,3.95,4.43,20110826,76382.13,1.89,27.11,33.45,41.73,22.8,12847.0
002696,百洋股份,渔业,广西,164.11,1.76,2.33,190231.61,92040.34,69999.0,46820.73,2.01,0.08,5.8,3.54,20120905,35164.9,1.51,1.85,5.39,10.54,1.66,9914.0
300667,必创科技,电器仪表,北京,264.04,0.17,0.68,38726.18,33579.9,3727.65,15951.51,2.35,0.13,4.74,10.54,20170619,9108.25,1.34,0.0,0.0,50.29,13.19,33492.0
603160,汇顶科技,元器件,深圳,46.52,2.3,4.54,418883.81,385200.13,15153.24,125624.65,2.77,1.71,7.36,14.15,20161017,187336.67,4.12,34.63,26.63,47.38,26.7,25665.0
300665,飞鹿股份,染料涂料,湖南,142.55,0.19,0.76,59750.35,49835.62,5161.0,21204.65,2.79,0.16,5.59,6.22,20170613,11538.82,1.52,0.0,0.0,30.89,8.74,17610.0
600114,东睦股份,机械基件,浙江,28.57,3.87,4.36,306869.5,137886.3,102925.84,150477.27,3.45,0.36,5.4,3.65,20040511,47515.84,1.09,20.0,93.4,35.65,17.85,15387.0
300696,爱乐达,航空,四川,78.14,0.17,0.69,37354.26,18442.07,14180.12,14726.65,2.14,0.521,5.95,13.7,20170822,9456.8,1.37,0.0,0.0,74.23,56.41,34504.0
600867,通化东宝,生物制药,吉林,47.66,16.44,17.11,475897.81,230810.42,117318.96,120191.3,0.7,0.24,2.38,9.6,19940824,78386.72,0.46,32.69,30.21,75.1,34.73,34549.0
600703,三安光电,半导体,湖北,34.19,40.78,40.78,2413292.5,1076688.13,724419.44,707755.75,1.74,0.371,4.45,5.7,19960528,658698.63,1.62,46.37,56.76,48.26,37.25,63494.0
002439,启明星辰,软件服务,北京,0.0,5.75,8.97,363750.22,181224.17,21093.48,95905.3,1.07,-0.0,2.99,7.52,20100623,78755.0,0.88,20.57,-102.76,67.99,-0.02,59773.0
603520,司太立,化学制药,浙江,36.71,0.65,1.2,204218.31,83802.5,65459.38,45597.76,3.8,0.45399999999999996,6.9,4.83,20160309,21150.25,1.76,10.82,16.6,37.92,13.72,15507.0
002890,弘宇股份,专用机械,山东,54.7,0.17,0.67,59932.63,41328.84,15035.15,20516.05,3.08,0.72,7.55,5.6,20170802,20589.6,3.09,0.0,0.0,29.45,15.82,10636.0
300677,英科医疗,医疗保健,山东,48.41,0.24,0.97,124456.21,54713.3,64576.48,26766.05,2.75,0.84,7.72,7.87,20170721,21651.32,2.23,0.0,0.0,22.67,7.09,49361.0
002273,水晶光电,元器件,浙江,53.57,6.12,6.63,375162.72,157117.38,114569.26,147370.38,2.22,0.408,4.7,6.2,20080919,97524.27,1.47,33.41,59.41,31.84,17.82,49332.0
300245,天玑科技,软件服务,上海,60.03,2.06,2.71,93875.13,52052.07,25709.1,16278.27,0.6,0.192,2.86,5.37,20110719,32936.94,1.22,-17.99,3.97,39.22,19.45,34577.0
002312,*ST三泰,电脑设备,四川,0.0,10.83,14.05,426163.31,201408.75,122257.42,274813.56,1.96,-0.14,2.1,3.31,20091203,-129854.97,-0.92,-26.95,-64.59,12.73,-51.78,110000.0
002733,雄韬股份,电气设备,深圳,71.76,1.61,3.5,407047.47,320398.38,29525.25,123413.51,3.52,0.201,6.32,3.03,20141203,59979.92,1.71,10.29,-24.58,14.24,3.55,33581.0
002884,凌霄泵业,专用机械,广东,28.59,0.19,0.77,125095.22,113225.95,9585.25,54444.19,7.03,2.1,14.82,4.35,20170711,42108.85,5.44,0.0,0.0,29.33,18.55,14337.0
300490,华自科技,电气设备,湖南,98.42,0.91,2.04,90679.53,58848.53,9654.73,19816.77,0.97,0.09,2.94,5.99,20151231,16736.25,0.82,2.42,-10.14,38.95,7.92,20408.0
300587,天铁股份,橡胶,浙江,52.73,0.26,1.04,90488.97,72161.11,7623.81,47284.48,4.55,0.275,7.84,3.69,20170105,20954.75,2.01,-16.14,-24.08,65.76,24.17,11272.0
002871,伟隆股份,机械基件,山东,53.81,0.17,0.68,63025.23,47562.51,11729.11,27175.6,4.0,0.74,7.86,5.85,20170511,17105.2,2.52,0.0,0.0,42.75,21.53,10239.0
603328,依顿电子,元器件,广东,31.35,9.87,9.98,545199.75,454362.94,85208.9,98779.6,0.99,0.25,4.54,3.5,20140701,237369.59,2.38,16.09,0.53,31.7,16.13,24284.0
002883,中设股份,建筑施工,江苏,77.51,0.13,0.53,44257.4,40071.12,2007.17,20472.93,3.84,0.5,6.6,9.23,20170620,8754.51,1.64,0.0,0.0,48.16,20.19,8755.0
600891,秋林集团,百货,黑龙江,32.93,3.84,6.18,591023.75,509434.25,20733.73,150007.92,2.43,0.13,4.83,1.77,19960325,77577.9,1.26,10.56,-43.92,8.15,2.76,46627.0
300512,中亚股份,专用机械,浙江,32.69,0.78,2.7,206744.38,172104.13,9230.94,56840.71,2.11,0.325,4.83,4.39,20160526,39733.85,1.47,6.41,13.68,44.6,26.44,26604.0
300357,我武生物,生物制药,浙江,52.85,1.41,1.62,72856.77,56358.66,11639.95,18170.96,1.12,0.48700000000000004,4.29,11.99,20140121,29968.63,1.85,23.77,45.45,96.96,47.68,11269.0
603021,山东华鹏,玻璃,山东,88.16,2.08,3.2,289807.38,82662.4,89578.21,60313.61,1.89,0.07400000000000001,4.2,3.08,20150423,39495.0,1.23,-3.08,-21.66,32.98,6.97,19144.0
002618,丹邦科技,元器件,深圳,309.24,5.48,5.48,251427.95,81142.65,96240.63,71198.96,1.3,0.021,3.06,4.28,20110920,38033.96,0.69,40.35,20.62,39.29,7.78,20339.0
002387,黑牛食品,软饮料,广东,0.0,3.2,4.69,453736.25,89666.31,3515.65,54483.86,1.16,-0.13,1.48,12.89,20100413,-33883.0,-0.72,-86.03,-227.4,13.84,-298.17,35344.0
600196,复星医药,化学制药,上海,30.84,19.09,24.95,5063396.5,1509816.63,513082.09,958342.13,3.84,0.7,9.88,4.22,19980807,980955.38,3.93,20.41,12.58,57.24,20.22,72515.0
603823,百合花,染料涂料,浙江,41.86,0.45,2.25,191488.5,117336.4,61664.92,43177.73,1.92,0.259,5.31,4.08,20161220,48361.21,2.15,8.38,-25.71,20.52,7.88,21385.0
603933,睿能科技,纺织机械,福建,35.74,0.26,1.03,138889.31,129665.47,5800.91,49808.84,4.85,1.09,8.96,6.5,20170706,30751.18,3.0,0.0,0.0,20.51,8.55,13731.0
000756,新华制药,化学制药,山东,42.99,3.07,4.78,499767.75,186164.02,211453.09,51309.23,1.07,0.23,4.64,4.13,19970806,76415.06,1.6,20.25,132.79,27.46,4.44,21582.0
002612,朗姿股份,服饰,北京,51.4,2.11,4.0,536533.56,275751.31,42386.87,147724.02,3.69,0.136,6.32,2.21,20110830,56805.66,1.42,123.67,41.35,52.35,5.13,33236.0
002753,永东股份,化工原料,山西,25.57,0.85,2.22,161112.27,98534.18,33741.56,26611.09,1.2,0.429,4.88,4.5,20150519,46371.73,2.09,84.79,330.87,25.09,11.12,14869.0
600515,海航基础,百货,海南,26.09,16.58,39.08,9203792.0,5398341.0,899554.81,2542711.25,6.51,0.271,9.1,1.55,20020806,266200.16,0.68,96.72,103.06,44.49,19.24,27399.0
002524,光正集团,供气供热,新疆,0.0,5.01,5.03,161202.66,37460.09,80421.6,27280.21,0.54,-0.069,1.43,4.63,20101217,-8460.42,-0.17,-3.31,-28.66,19.19,-16.54,40334.0
002455,百川股份,化工原料,江苏,49.78,3.16,4.74,202688.41,91562.81,80469.81,4430.62,0.09,0.124,1.81,6.79,20100803,31087.51,0.66,13.1,91.28,13.08,5.59,24319.0
000671,阳 光 城,区域地产,福建,36.08,32.46,40.5,19638606.0,18093208.0,73009.93,355074.09,0.88,0.153,3.63,2.02,19961218,523622.81,1.29,108.08,70.25,21.39,3.99,47663.0
002841,视源股份,元器件,广东,51.26,0.41,4.06,391797.0,326914.53,42996.17,80836.68,1.99,0.78,5.5,14.21,20170119,94772.74,2.33,10.01,-4.39,21.67,8.31,15000.0
603300,华铁科技,钢加工,浙江,87.31,2.78,4.05,470288.94,185272.38,86284.43,34612.31,0.85,0.07,2.8,4.37,20150529,35371.1,0.87,80.46,26.32,66.27,8.84,69334.0
002180,纳思达,电脑设备,广东,0.0,6.81,10.12,4966852.0,2032256.38,388018.44,27772.94,0.27,-1.02,0.74,43.8,20071113,-30946.72,-0.31,678.14,-536.57,20.88,-9.13,12335.0
600137,浪莎股份,服饰,四川,210.97,0.97,0.97,57770.46,43979.8,8479.9,34179.76,3.52,0.10300000000000001,4.77,9.08,19980416,1427.83,0.15,20.96,226.91,20.92,10.89,5300.0
300697,电工合金,铜,江苏,83.62,0.4,1.6,93514.9,78526.28,11060.15,13862.61,0.87,0.19399999999999998,3.44,9.45,20170907,14773.1,0.92,0.0,0.0,11.87,5.07,78213.0
603078,江化微,化工原料,江苏,83.43,0.15,0.6,89261.28,62328.94,16101.1,37458.55,6.24,0.81,12.29,6.51,20170410,28021.63,4.67,0.0,0.0,37.94,15.96,6547.0
603096,新经典,出版业,天津,41.9,0.33,1.35,157317.11,151418.73,595.31,88876.52,6.6,0.97,10.41,6.47,20170425,32960.3,2.45,0.0,0.0,42.77,23.59,9666.0
002463,沪电股份,元器件,江苏,42.19,16.73,16.74,568902.63,257575.45,255434.45,16590.57,0.1,0.062,2.02,2.56,20100818,127253.67,0.76,15.75,239.36,18.58,4.8,97625.0
300592,华凯创意,软件服务,湖南,121.87,0.31,1.22,86582.25,77619.75,5822.35,16976.25,1.39,0.09300000000000001,3.74,6.09,20170120,16224.86,1.33,15.16,24.99,25.17,5.77,11956.0
300430,诚益通,电器仪表,北京,62.81,0.41,1.13,191579.19,113772.05,19497.27,106288.0,9.38,0.34,13.04,2.95,20150319,27416.35,2.42,21.44,12.67,36.91,14.15,8828.0
603855,华荣股份,专用机械,上海,73.18,0.83,3.31,222449.17,169519.63,29966.34,67116.92,2.03,0.12,4.01,3.54,20170524,25125.85,0.76,0.0,0.0,49.64,5.82,38743.0
300567,精测电子,电器仪表,湖北,93.13,0.2,0.82,91510.15,83035.97,2128.87,36134.68,4.41,0.66,9.14,13.06,20161122,25886.07,3.16,39.14,77.56,47.02,17.09,8069.0
600380,健康元,化学制药,深圳,26.66,15.62,15.74,2181377.75,1364715.88,419648.09,95924.13,0.61,0.20800000000000002,3.54,3.13,20010608,271071.81,1.72,10.84,27.07,63.38,6.01,117123.0
002362,汉王科技,电脑设备,北京,158.91,1.75,2.17,98429.97,66729.61,19158.4,102289.36,4.71,0.09300000000000001,3.82,7.72,20100303,-43368.14,-2.0,42.33,148.71,47.48,7.69,45752.0
603636,南威软件,软件服务,福建,291.13,1.7,4.07,146777.13,105431.8,11609.0,17192.45,0.42,0.021,2.17,5.69,20141230,32098.93,0.79,17.62,-52.59,31.93,4.37,33443.0
000902,新洋丰,农药化肥,湖北,16.12,11.69,13.05,825577.13,460013.41,249720.45,58934.56,0.45,0.33,4.16,2.56,19990408,320497.47,2.46,1.31,-7.9,18.42,8.4,37875.0
603866,桃李面包,食品,辽宁,52.66,0.59,4.5,253138.72,93422.31,99238.71,52761.78,1.17,0.40700000000000003,4.68,9.16,20151222,98244.86,2.18,24.39,-3.23,35.46,10.09,9064.0
000501,鄂武商Ａ,百货,湖北,11.27,6.68,7.69,1664402.25,303582.25,701583.5,137268.69,1.78,0.88,8.54,2.26,19921120,375993.56,4.89,3.07,27.82,22.56,7.44,18642.0
